CustID,newPremHealth,newPremLife,newPremMotor,newPremWork,newPremHousehold,_SEGMENT_,Distance,EM_SEGMENT
1,146.36,47.01,375.85,16.89,79.45,2,0.8049144348,2
3,124.58,86.35,206.15,99.02,224.5,4,1.5942502109,4
4,311.17,35.34,182.48,28.34,43.35,3,1.1063332355,3
5,182.59,18.78,338.62,41.45,47.8,2,0.6441126751,2
6,114.8,7,440.75,7.67,18.9,1,0.4609233056,1
7,317.95,14.67,156.92,26.34,295.6,3,1.247244967,3
8,144.36,66.68,248.27,53.23,397.3,4,1.5504541069,4
9,210.04,8.78,344.51,9.89,18.35,2,1.0838206999,2
10,271.94,39.23,209.26,55.12,182.25,3,0.3953515302,3
11,227.71,18.67,296.5,10.89,116.7,2,0.9872721788,2
12,252.38,36.34,249.49,35.45,216.7,3,0.5348211002,3
13,257.05,43.12,206.04,15.78,340.05,3,0.9488850755,3
15,72.79,10.89,504.43,16.89,0,1,0.4562554458,1
16,247.49,0,318.06,19.67,93.9,2,1.3324076228,2
17,168.92,125.58,119.8,37.23,647.35,4,1.8021976709,4
18,86.35,3.89,446.64,27.56,107.8,1,0.5619140646,1
19,121.8,14.78,313.17,72.57,373.4,2,1.7438016009,2
20,125.69,24.45,402.41,30.56,9.45,1,0.9798946991,1
21,221.93,3.89,329.84,33.34,65,2,1.0312674198,2
22,100.13,24.67,407.52,30.34,111.7,1,0.8510153492,1
23,192.48,64.79,209.04,54.9,308.95,3,1.2509949559,3
24,248.38,48.01,222.04,33.56,329.5,3,0.6894601139,3
25,135.58,15.67,420.3,4.78,128.35,1,0.8352761162,1
26,154.14,17.56,383.74,15.78,103.9,2,0.6678507608,2
27,228.82,0,330.84,22.78,162.8,2,1.1054859378,2
28,112.91,17.78,449.75,9.78,58.9,1,0.4092004698,1
29,258.05,0,301.28,0,18.9,2,1.715848245,2
30,54.9,7,524.21,0,25,1,0.6964245772,1
31,92.24,3.89,483.09,0,0,1,0.4319101106,1
32,146.25,46.12,320.95,9.67,335.05,2,1.1740271944,2
33,89.24,4.78,473.09,7.89,19.45,1,0.2352649359,1
34,179.7,22.56,373.96,10.89,19.45,2,0.8468222458,2
35,131.58,40.23,320.84,72.68,123.35,2,1.3028122152,2
36,125.8,111.8,241.49,65.79,190.6,4,2.0094057257,4
37,145.25,26.56,320.95,84.35,0,2,1.6424393224,2
38,68.57,3,495.87,9.78,68.9,1,0.3942690245,1
39,357.18,53.01,104.02,40.23,142.8,3,1.4730028142,3
40,207.04,17.67,334.84,5.78,63.35,2,0.9183883069,2
41,135.47,146.36,52.01,148.03,455.65,4,2.2880300429,4
42,130.47,108.02,265.05,25.34,270.6,2,2.3032567375,2
43,168.92,3,323.84,25.56,383.4,2,1.3140665297,2
44,284.61,52.01,159.14,23.34,249.5,3,0.6953439761,3
46,180.59,106.13,139.58,75.79,540.1,4,0.6213443382,4
47,143.25,59.79,269.94,69.9,300.6,2,1.6471008384,2
48,209.04,72.68,254.38,22.78,265.6,3,1.2970921038,3
49,92.24,1.89,468.09,14.89,0,1,0.3604948332,1
50,166.92,16.78,396.74,3.89,18.9,2,1.0612689523,2
51,105.02,4.78,435.75,9.89,102.25,1,0.4292002822,1
52,29.56,5,557.44,0,20,1,1.0963119584,1
53,212.04,12.78,360.4,10.89,0,2,1.1073075109,2
54,295.61,44.12,177.59,30.45,236.7,3,0.5576840718,3
55,227.6,12.89,305.17,2.78,157.25,2,1.1299957046,2
56,17.56,0,559.66,10.89,44.45,1,1.2079502223,1
57,36.45,6,569.55,10,30,1,1.0447849282,1
58,155.25,69.68,207.93,62.68,452.3,4,1.0913648603,4
59,168.92,72.68,286.61,16.78,260.05,2,1.3652618961,2
60,84.35,52.9,341.73,51.12,249.5,2,1.5300992717,2
61,217.82,30.34,278.83,5.78,246.15,2,1.0767719813,2
62,165.81,36.34,304.17,15.78,249.5,2,0.6694024788,2
63,89.24,3.89,464.2,8.78,0,1,0.3167992923,1
64,86.46,23.45,364.18,48.12,343.95,2,1.576790049,2
65,104.91,17.78,452.53,0,0,1,0.4996458799,1
66,261.27,6.89,276.83,0,175.6,2,1.6093331977,2
67,165.81,16.56,366.07,7.89,78.35,2,0.759970219,2
68,202.26,32.34,152.03,97.35,530.65,4,1.5979190844,4
69,211.15,25.56,330.73,15.78,186.7,2,0.6792648826,2
70,151.03,20.56,384.63,17.89,0,2,0.9090055857,2
71,252.38,65.68,183.48,79.68,108.9,3,1.2256208174,3
72,286.61,70.79,150.03,33.23,236.7,3,0.8769784209,3
73,242.6,56.9,213.15,59.9,217.25,3,0.6441029492,3
74,223.71,51.12,246.49,20.78,264.5,3,0.9485426639,3
75,140.47,12.89,436.75,0.89,65,1,0.7853145495,1
76,217.82,22.67,289.5,29.67,211.7,2,0.7931504835,2
77,190.37,43.12,183.48,73.68,471.75,4,1.397280557,4
78,180.59,51.9,290.61,50.01,99.45,2,0.9179537678,2
79,141.47,6.89,429.86,0,0,1,0.8632849278,1
80,150.25,48.12,342.73,30.23,83.35,2,0.6577278357,2
81,136.58,39.34,355.51,21.67,304.5,2,0.9579534866,2
82,163.81,29.56,368.07,17.78,0,2,0.7983722299,2
83,104.02,0.89,463.31,5.78,0,1,0.4347216525,1
84,209.93,30.56,291.39,5.67,132.25,2,0.8672854094,2
85,244.49,22.67,238.49,64.01,221.7,3,0.9031321051,3
86,114.91,7,399.63,8.67,344.5,1,1.5060539882,1
87,166.81,7.89,326.06,5.78,307.85,2,1.1222222708,2
88,17.67,0,581.33,0,55,1,1.3345443229,1
89,291.5,65.68,193.26,12.67,0,3,1.4380837607,3
90,315.95,12.78,216.93,16.78,48.35,3,1.502326216,3
91,214.04,38.23,282.61,19.45,163.35,2,0.7831005181,2
92,221.93,31.34,263.94,29.56,196.15,2,0.8958936794,2
93,159.92,32.45,324.84,41.12,83.35,2,0.4692590845,2
94,136.47,11.67,393.63,20.56,192.8,2,0.8536454821,2
95,263.05,31.45,230.82,25.34,126.7,3,0.7521155596,3
96,200.15,60.79,296.5,8.67,70,2,1.1657606167,2
97,45.01,0,520.1,0,0,1,0.8450926204,1
98,224.82,26.56,169.81,118.91,244.5,3,2.1238937915,3
100,104.13,1.89,427.08,37.34,142.8,1,0.9218499004,1
101,133.47,23.67,424.97,6.89,69.45,1,0.7839472,1
102,210.15,31.45,62.68,156.03,648.45,4,2.5202347269,4
103,188.37,6.89,190.59,118.58,317.85,3,2.490267024,3
104,219.82,67.68,234.49,28.45,48.35,3,1.2551981958,3
105,170.92,37.23,349.4,2.78,73.9,2,0.8074411231,2
106,408.41,19.56,89.24,40.34,82.25,3,2.2722281727,3
107,218.82,13.78,297.61,14.67,240.6,2,0.9919751656,2
108,117.91,12.67,292.61,146.14,108.35,2,3.1957984497,2
110,189.37,22.67,368.29,0,158.35,2,0.8620189182,2
111,99.13,1,482.09,0,0,1,0.4829836199,1
112,108.91,35.23,330.95,99.35,72.8,2,2.0574544808,2
113,55.9,3.89,518.32,10.89,4.45,1,0.645514841,1
114,231.82,29.34,285.83,29.56,182.25,2,0.9112669293,2
115,136.58,9.78,405.3,0,187.25,1,1.0559278873,1
116,187.59,2.89,359.29,0.89,127.25,2,1.0524979073,2
117,71.68,7.89,506.54,14.89,10,1,0.4368434522,1
118,178.7,29.34,279.61,60.9,251.7,2,1.0568575896,2
119,246.49,43.12,142.47,70.46,437.3,3,1.3649500141,3
120,159.14,31.34,324.95,26.56,330.05,2,0.8887718628,2
121,109.02,8.89,311.17,64.57,511.75,2,2.1966999055,2
122,199.15,29.45,273.94,41.23,181.7,2,0.6868027524,2
123,78.57,87.24,286.5,68.68,294.5,4,2.0209259475,4
124,152.03,93.35,230.71,36.23,343.95,4,1.7921076887,4
125,130.69,11.89,442.64,0,0,1,0.7113748993,1
126,227.82,66.68,240.38,35.34,3.9,3,1.307981872,3
127,94.35,9.89,478.09,13.89,108.9,1,0.28185173,1
128,168.7,71.79,132.58,65.9,750.15,4,1.3529601325,4
129,173.81,98.24,202.04,106.02,0,4,2.5271089309,4
130,83.46,37.34,437.75,6.89,87.8,1,0.782516745,1
131,311.06,10.78,219.04,20.45,113.35,3,1.3302574041,3
132,74.57,5,489.87,3.78,44.45,1,0.3399076191,1
133,347.51,21.56,167.92,20.67,171.7,3,1.4203369939,3
134,237.71,35.34,243.27,47.9,138.35,3,0.677572846,3
135,86.35,0,490.98,3.89,79.45,1,0.3809973844,1
136,143.36,136.47,297.61,0,162.8,2,2.984774246,2
137,256.27,41.12,232.49,5.89,225.6,3,1.0283359828,3
138,105.13,104.02,354.51,9.89,127.25,2,2.243408872,2
139,162.81,37.34,194.26,17.67,305.6,2,1.3411892131,2
140,193.48,30.45,320.17,5,349.5,2,1.1916992137,2
141,149.36,73.57,285.83,40.34,364.5,2,1.6622169612,2
142,131.47,18.67,391.63,5.78,152.25,2,0.9594976165,2
143,287.5,19.56,213.04,42.23,138.35,3,0.8111129743,3
144,220.04,121.8,146.36,42.01,353.95,4,1.8564723587,4
145,180.48,35.34,345.73,19.78,18.9,2,0.6868632855,2
146,381.85,47.23,144.36,12.78,0,3,2.0597472103,3
147,177.7,48.12,272.72,57.79,97.8,2,1.0453763766,2
148,173.81,131.47,116.69,151.25,123.9,4,2.6903985545,4
149,44.12,9.89,522.1,7.89,15,1,0.7491470047,1
151,167.81,30.45,264.94,31.34,426.75,2,1.4194372954,2
152,241.38,6.89,165.03,106.91,358.95,3,2.098739954,3
153,79.57,136.47,125.8,101.13,785.7,4,2.1467277155,4
154,129.47,8.78,423.08,11.78,0,1,0.7012899539,1
155,58.9,3.89,512.32,4,0,1,0.6270656679,1
156,321.84,0,100.13,48.23,614.55,3,2.4677254172,3
157,189.59,20.56,321.95,3.78,175.6,2,0.7563663459,2
158,135.36,12.78,395.52,14.67,93.35,1,0.8678143938,1
159,71.79,26.56,484.98,11.67,0,1,0.5659557631,1
160,91.35,7.89,497.76,0,0,1,0.4417451487,1
161,28.45,7,551.66,0,0,1,1.0947807372,1
162,142.47,9.78,349.4,68.79,87.8,2,1.2536140039,2
163,124.69,18.67,429.97,1.89,63.35,1,0.6536137461,1
164,127.47,7.89,416.08,0,128.35,1,0.7975574909,1
165,249.38,18.56,282.72,6.67,38.35,2,1.3887966626,2
166,117.8,12.67,429.97,10.67,64.45,1,0.4977254751,1
167,160.14,128.69,120.8,80.57,599,4,1.1475299657,4
168,284.61,14.67,228.6,25.67,97.25,3,1.1163895756,3
169,245.38,93.13,158.03,9.89,313.4,3,1.6733099491,3
170,311.17,4.78,249.38,3.78,0,3,1.9231311219,3
171,212.93,23.67,182.7,106.8,274.5,3,1.9149220756,3
172,166.81,6.89,378.07,18.45,78.9,2,0.7935910813,2
173,176.81,7.78,342.51,39.23,88.35,2,0.6805563604,2
174,132.47,40.34,256.05,70.68,342.85,2,1.6560155048,2
175,99.24,1.89,458.31,2.78,63.9,1,0.3481313468,1
176,151.03,24.45,389.85,5.78,0,2,1.0535845882,2
177,230.82,57.9,236.49,63.9,88.9,3,1.0329074975,3
178,104.13,3,455.42,19.78,78.35,1,0.3974329298,1
179,216.93,11.67,324.06,25.67,113.35,2,0.7904448778,2
181,242.38,76.68,162.81,38.45,397.85,3,1.2919688575,3
182,220.93,28.56,263.05,0,363.4,2,1.5348686592,2
183,207.26,73.57,158.92,23.45,634,4,1.9670798238,4
184,129.58,6.89,431.86,0,59.45,1,0.6848949447,1
185,230.6,5.89,298.61,43.12,253.95,2,1.2150547418,2
186,101.02,1.89,451.64,14.67,53.35,1,0.3238842111,1
188,92.13,3.89,461.2,7.89,0,1,0.328003766,1
189,200.26,6.89,233.71,56.01,560.65,3,2.1553921518,3
190,129.58,9.89,314.95,120.69,24.45,2,2.5806960054,2
191,29.34,11.89,532.88,0,34.45,1,0.9805356593,1
193,150.14,0,421.3,17.67,34.45,1,0.9633577195,1
194,80.35,5.89,491.87,6,39.45,1,0.273866282,1
195,115.8,25.56,469.31,11,0,1,0.6007246873,1
196,199.37,20.67,346.62,31.56,68.9,2,0.5840856401,2
197,60.9,22.56,499.76,2,0,1,0.6477167409,1
198,289.5,58.01,211.93,12.67,0,3,1.3706466939,3
199,64.68,5.78,488.87,7.89,8.9,1,0.4412293541,1
200,195.26,9.89,290.39,32.23,271.15,2,0.9013102987,2
201,167.81,0,390.52,0,0,1,1.3061155623,1
202,128.47,48.01,344.73,3.89,244.5,2,1.1140645579,2
203,159.92,45.23,163.03,34.34,927.4,4,2.698718906,4
204,267.94,67.79,185.7,42.01,53.35,3,0.9708626706,3
205,134.36,34.23,314.28,63.01,200.05,2,1.0668447357,2
206,170.81,30.34,343.62,40.45,63.9,2,0.497227013,2
207,240.49,89.46,178.59,17.67,258.95,3,1.4291474723,3
208,245.49,11.67,313.28,12.89,58.35,2,1.2582998856,2
209,213.04,24.56,263.27,43.01,215.6,2,0.922329298,2
210,262.05,0,181.59,84.24,275.6,3,1.6238235191,3
211,65.9,5.78,508.43,9,0,1,0.5139431548,1
212,39.23,0,543.77,0,50,1,0.9552266747,1
213,126.69,10.89,444.64,0,84.45,1,0.6266343005,1
214,215.93,48.12,263.16,68.79,0,3,1.4670152839,3
215,101.02,0,477.09,3,35,1,0.3906974376,1
216,139.47,34.45,368.96,14.89,281.15,2,0.9059543338,2
217,178.81,14.67,382.85,2,33.35,2,1.0362158305,2
218,221.93,24.45,299.39,23.34,39.45,2,0.9057851467,2
219,84.46,3.89,485.87,0,94.45,1,0.3999809767,1
220,249.38,56.01,189.59,63.9,240.6,3,0.6755427466,3
221,154.25,11.78,320.17,57.9,264.5,2,1.0694883986,2
222,43.12,0.89,533.1,5.89,84.45,1,0.839614059,1
223,87.24,8.89,425.86,16.67,216.7,1,0.8456994406,1
224,114.91,5.78,436.97,18.78,187.8,1,0.7946313469,1
225,134.58,12.78,401.41,24.56,123.35,2,0.8434276645,2
226,47.01,4,532.99,8,0,1,0.8033397375,1
227,209.93,34.45,317.17,18.78,93.35,2,0.6685315818,2
228,84.35,44.12,333.95,46.9,323.4,2,1.5613588375,2
229,146.25,106.13,247.38,58.12,256.15,4,1.7802871307,4
230,241.49,63.9,250.49,48.23,54.45,3,1.0520549753,3
231,201.26,44.12,267.94,41.23,207.25,2,0.8704655995,2
232,219.82,18.67,183.59,99.24,303.4,3,1.7846629796,3
233,102.24,16.67,443.53,19.67,59.45,1,0.3941280561,1
234,163.92,63.68,139.36,34.34,808.5,4,2.1205284198,4
235,131.69,175.7,33.34,164.03,406.2,4,3.1704038608,4
236,107.91,8.89,447.53,17.78,0,1,0.4425707368,1
237,233.71,53.9,152.25,45.23,579.55,4,1.785405919,4
238,105.02,87.24,205.04,113.02,403.4,4,1.2589041757,4
239,180.7,75.68,239.49,2.78,501.75,3,2.2529268421,3
240,295.61,64.79,153.25,36.34,335.05,3,0.965280486,3
241,25.45,6.89,541.77,3.89,0,1,1.0645486335,1
242,271.83,26.45,188.48,29.45,273.95,3,0.6706204168,3
243,253.38,70.79,210.15,63.01,23.9,3,1.2548494672,3
244,195.37,50.12,301.39,2.78,216.7,2,1.0334813306,2
245,207.26,37.34,293.5,28.34,177.25,2,0.6344327692,2
246,302.5,101.24,32.23,73.46,422.3,4,2.1160030988,4
247,225.93,20.67,311.28,1.78,111.7,2,1.0749853204,2
248,49.01,17.78,506.54,4.89,3.9,1,0.6982394215,1
249,112.91,12.89,466.42,16.89,0,1,0.4492256229,1
250,73.68,12.89,510.54,2,39.45,1,0.4459084664,1
251,248.49,0,92.46,139.36,639,4,2.9818609119,4
252,154.25,17.67,389.63,23.67,68.9,2,0.6869346298,2
253,40.12,0,537.99,6,55,1,0.8862535304,1
254,188.59,22.67,316.17,64.68,99.45,2,1.0094260019,2
255,246.27,110.8,174.7,22.67,142.8,3,1.888334676,3
256,207.26,14.67,181.48,8.67,725.15,3,2.8093042152,3
257,197.26,17.78,310.17,17.45,187.25,2,0.6069129396,2
258,221.93,10.78,50.9,128.8,1012.4,4,3.4272316828,4
259,234.71,19.56,316.28,0.89,43.35,2,1.2600851083,2
260,230.71,26.56,291.61,29.67,162.8,2,0.8701571218,2
261,37.45,0,537.77,17.89,69.45,1,0.9252558061,1
262,301.28,44.23,222.04,0.78,98.35,3,1.338546261,3
263,180.7,101.24,175.7,82.46,288.95,4,1.1870328661,4
264,156.03,24.45,345.4,36.12,0,2,0.7515684188,2
265,108.02,12.89,472.2,0,0,1,0.4659723135,1
266,151.25,66.68,163.92,76.68,727.35,4,1.243114078,4
267,63.9,2,511.32,0,99.45,1,0.6180043277,1
268,106.02,22.56,428.08,5.78,157.8,1,0.7135699094,1
269,181.7,44.12,331.84,17.67,177.8,2,0.5472961977,2
270,188.48,46.12,328.95,7.67,8.9,2,0.9973259318,2
271,285.72,43.12,241.49,5.78,103.9,3,1.189159931,3
272,94.35,1.89,450.53,0.89,176.7,1,0.6855290291,1
273,145.25,92.35,313.17,14.78,177.25,2,1.7697622951,2
274,55.01,18.78,484.76,35.45,0,1,0.8705775948,1
275,215.82,20.67,248.38,40.12,185.6,2,0.9663651903,2
276,240.6,33.45,204.04,76.57,226.7,3,0.9839663597,3
277,46.23,0,540.77,0,50,1,0.8776340396,1
278,195.37,63.79,156.92,92.24,298.4,4,1.300755158,4
279,147.36,65.9,281.61,65.01,235.6,2,1.5104679444,2
280,189.59,127.69,96.02,90.35,541.2,4,1.110311158,4
281,266.16,0,269.05,58.12,98.35,3,1.4579906317,3
282,55.9,5.89,506.43,1.78,0,1,0.640535403,1
283,59.79,0,499.54,4.89,33.9,1,0.558308276,1
284,161.03,120.8,71.57,119.69,549.55,4,1.2499036671,4
285,233.6,36.45,209.93,35.34,298.4,3,0.6675926852,3
286,123.58,18.78,426.08,4.78,13.9,1,0.6631312014,1
287,129.58,23.56,333.73,18.45,413.4,2,1.4103592982,2
288,246.49,72.57,139.58,102.91,82.25,3,1.9001003884,3
289,182.59,145.25,48.01,149.25,334.5,4,2.4098392852,4
290,249.49,140.47,48.12,98.02,215.05,4,2.3649699702,4
291,162.92,0,325.73,39.34,210.6,2,0.869485053,2
292,128.58,81.35,247.38,74.68,265.05,4,1.6010990856,4
293,216.82,94.35,168.03,13.89,609.55,4,2.1722751207,4
294,151.14,44.23,348.62,23.78,241.7,2,0.6908150982,2
295,107.91,9.78,445.53,22.78,0,1,0.5150655068,1
296,181.48,43.23,172.59,5.67,725.15,4,2.7342911672,4
297,130.58,0.89,447.64,12.89,0,1,0.6878993184,1
298,151.03,25.45,386.74,16.78,0,2,0.9044747903,2
299,138.47,18.78,430.08,13.89,58.9,1,0.769374943,1
300,259.27,30.56,285.83,22.45,54.45,3,1.2034974086,3
301,246.27,80.46,187.59,26.45,141.15,3,1.1304766854,3
302,69.68,101.24,41.23,150.14,1089.1,4,3.4683265297,4
303,41.12,34.34,460.42,49.23,19.45,1,1.3673621205,1
304,200.15,14.78,233.6,109.8,48.35,3,2.2569314485,3
305,137.47,15.78,434.08,20.78,40,1,0.7708181685,1
306,292.5,0,252.16,13.67,0,3,1.8113154182,3
307,352.51,54.01,102.91,35.12,87.25,3,1.5219513984,3
308,314.28,13.67,174.59,37.12,246.7,3,1.0832133844,3
309,123.58,12.89,443.75,14.78,0,1,0.5822067478,1
310,230.82,38.23,287.72,24.67,187.8,2,0.9403569491,2
311,280.83,34.45,245.38,2.89,142.8,3,1.2137296626,3
312,103.91,6,456.64,0,182.8,1,0.7094620368,1
313,129.69,25.56,388.74,32.56,132.25,2,0.7120693963,2
314,41.12,6,532.99,0,0,1,0.8949734079,1
315,158.03,77.57,204.26,73.46,383.4,4,0.9755592906,4
316,165.92,11.67,323.06,37.34,225.05,2,0.6318331556,2
317,195.26,54.12,92.35,53.12,1025.75,4,2.7949628713,4
318,284.72,63.9,211.04,16.56,128.9,3,0.9933770635,3
319,210.93,24.67,332.95,25.56,94.45,2,0.609289527,2
320,209.04,82.57,210.15,52.9,171.7,3,1.3053256837,3
321,145.36,7.89,432.97,14.78,0,1,0.857741328,1
322,140.25,0.89,366.29,42.12,206.7,2,0.9880491885,2
