CustID,newPremHealth,newPremLife,newPremMotor,newPremWork,newPremHousehold,_SEGMENT_,Distance,EM_SEGMENT
2,116.69,194.48,77.46,106.13,416.2,4,2.9639259017,4
14,127.69,267.94,44.34,94.46,342.85,4,4.8740514075,4
45,208.26,224.71,111.8,44.23,0,4,4.5321740904,4
99,110.02,185.48,204.26,59.68,82.8,4,3.4802889335,4
109,97.24,213.04,79.68,16.56,912.95,4,4.3546996339,4
150,29.56,18.56,64.9,451.53,197.25,4,9.9449777656,4
180,158.03,45.12,99.02,209.04,263.95,4,3.5423177382,4
187,82.57,75.68,33.23,212.15,1026.3,4,4.2358730409,4
192,76.46,22.45,106.02,225.6,587.9,4,4.1616620819,4
329,210.93,197.37,96.24,34.34,235.6,4,3.5380651604,4
340,183.7,223.71,11.67,104.91,245.05,4,3.920389108,4
342,137.47,219.04,126.8,105.91,128.9,4,3.926613036,4
371,96.13,231.71,121.91,106.02,276.15,4,4.0663187975,4
398,49.01,193.48,52.01,225.82,348.4,4,4.870209347,4
402,201.37,13.78,96.13,195.37,416.2,4,3.4785365792,4
433,149.36,213.15,83.46,42.12,600.1,4,3.5613217956,4
469,118.91,242.49,59.01,77.35,506.75,4,4.1571130769,4
476,73.68,50.01,84.35,83.24,1363.6,4,4.3257476705,4
481,98.13,71.68,30.34,249.16,683.45,4,4.4306755485,4
495,152.14,124.58,84.35,212.04,34.45,4,4.0469678222,4
523,122.69,183.48,63.9,165.81,206.15,4,3.5919246508,4
535,89.24,228.71,19.56,115.02,771.8,4,4.1609296443,4
541,133.58,94.24,19.45,298.5,131.15,4,5.8322350574,4
559,50.9,199.37,276.72,11.67,136.7,4,4.408556469,4
575,163.81,60.79,116.02,208.26,255.6,4,3.4121049556,4
583,83.57,201.15,75.68,90.46,730.7,4,3.3494002951,4
586,171.92,184.48,107.13,103.91,107.8,4,3.196891441,4
647,220.93,198.37,48.23,14.56,489.55,4,3.6412877009,4
660,72.68,252.27,46.23,0,1079.65,4,5.7652925498,4
662,68.68,279.72,26.34,22.78,917.4,4,5.870804649,4
690,65.79,112.02,54.9,256.05,406.2,4,4.6574001262,4
691,52.12,211.93,54.79,22.45,1083.55,4,4.8521204224,4
696,79.57,193.48,57.12,241.6,236.15,4,5.1721592554,4
764,56.01,17.67,32.45,240.49,1286.9,4,5.9173037933,4
765,100.24,213.15,48.23,200.26,170.6,4,4.7864866133,4
852,89.24,207.26,26.45,24.45,1143,4,4.8129120925,4
871,148.25,10.78,15.67,223.93,981.3,4,4.7152099117,4
894,75.46,261.16,61.68,109.13,323.4,4,4.85302168,4
896,125.58,143.25,11.67,249.49,225.6,4,4.7421799554,4
930,112.91,127.58,21.45,208.15,634.55,4,3.4834636262,4
1025,171.92,71.57,55.12,253.49,269.5,4,4.4963211525,4
1070,49.23,46.01,14.56,121.69,1777.55,4,6.3655751268,4
1098,76.46,36.23,54.12,239.38,784.05,4,4.5447478815,4
1184,266.16,186.48,102.24,11.78,221.7,4,3.824272762,4
1302,122.58,354.4,43.34,28.56,175.6,4,7.4285865268,4
1332,192.48,244.49,50.23,88.46,171.7,4,4.4753126251,4
1403,88.24,93.24,83.35,194.59,712.9,4,3.0966747353,4
1437,58.01,176.7,129.58,218.15,177.8,4,4.6061030649,4
1461,248.38,4.89,67.57,239.6,137.8,4,4.9940039331,4
1491,112.91,297.5,29.56,50.9,545.65,4,5.7070490347,4
1493,129.58,86.46,78.35,204.37,506.2,4,3.0610645939,4
1506,206.26,205.26,57.79,78.35,97.25,4,3.7480738129,4
1559,141.25,300.5,38.45,20.78,539.55,4,5.9313878338,4
1614,45.01,227.82,15.78,92.24,1065.75,4,4.8581694391,4
1641,123.69,88.24,37.45,195.48,820.7,4,3.2441489666,4
1653,32.34,111.02,42.34,237.38,859.05,4,4.6393835304,4
1694,104.13,241.49,37.12,57.9,636.8,4,4.3026572326,4
1705,146.14,53.01,139.25,210.26,261.15,4,3.5078740871,4
1746,106.91,65.68,28.34,494.1,1223,4,11.155704105,4
1756,65.9,144.36,83.35,238.6,348.95,4,4.4512609386,4
1769,151.25,201.37,203.37,21.78,226.15,4,3.7617769283,4
1775,63.68,320.06,13.67,153.25,156.7,4,6.7533040133,4
1776,68.79,54.12,37.45,417.08,123.35,4,8.9324427776,4
1796,93.13,22.67,33.34,234.6,1051.3,4,5.0292758292,4
