CustID,newPremHealth,newPremLife,newPremMotor,newPremWork,newPremHousehold,_SEGMENT_,Distance,EM_SEGMENT
1,146.36,47.01,375.85,16.89,79.45,1,0.8486998044,1
3,124.58,86.35,206.15,99.02,224.5,2,1.7679279168,2
4,311.17,35.34,182.48,28.34,43.35,2,2.1739603485,2
5,182.59,18.78,338.62,41.45,47.8,1,1.0816767748,1
6,114.8,7,440.75,7.67,18.9,1,0.5990272643,1
7,317.95,14.67,156.92,26.34,295.6,2,2.0959603004,2
8,144.36,66.68,248.27,53.23,397.3,2,1.1378050176,2
9,210.04,8.78,344.51,9.89,18.35,1,1.2326784854,1
10,271.94,39.23,209.26,55.12,182.25,2,1.2144441677,2
11,227.71,18.67,296.5,10.89,116.7,1,1.5498477183,1
12,252.38,36.34,249.49,35.45,216.7,2,1.296246922,2
13,257.05,43.12,206.04,15.78,340.05,2,1.4251785661,2
15,72.79,10.89,504.43,16.89,0,1,1.1736369833,1
16,247.49,0,318.06,19.67,93.9,1,1.7544825886,1
17,168.92,125.58,119.8,37.23,647.35,2,2.4808273295,2
18,86.35,3.89,446.64,27.56,107.8,1,0.8189827321,1
19,121.8,14.78,313.17,72.57,373.4,2,2.0373255463,2
20,125.69,24.45,402.41,30.56,9.45,1,0.552434817,1
21,221.93,3.89,329.84,33.34,65,1,1.4551055965,1
22,100.13,24.67,407.52,30.34,111.7,1,0.5945571155,1
23,192.48,64.79,209.04,54.9,308.95,2,0.4105733984,2
24,248.38,48.01,222.04,33.56,329.5,2,0.9743296858,2
25,135.58,15.67,420.3,4.78,128.35,1,0.3954857552,1
26,154.14,17.56,383.74,15.78,103.9,1,0.3558043959,1
27,228.82,0,330.84,22.78,162.8,1,1.5424175963,1
28,112.91,17.78,449.75,9.78,58.9,1,0.4782198235,1
29,258.05,0,301.28,0,18.9,1,2.0075549758,1
30,54.9,7,524.21,0,25,1,1.4916023366,1
31,92.24,3.89,483.09,0,0,1,1.0558980671,1
32,146.25,46.12,320.95,9.67,335.05,1,1.5598651006,1
33,89.24,4.78,473.09,7.89,19.45,1,0.922656009,1
34,179.7,22.56,373.96,10.89,19.45,1,0.7925165657,1
35,131.58,40.23,320.84,72.68,123.35,1,1.7117612078,1
36,125.8,111.8,241.49,65.79,190.6,2,1.9521879691,2
37,145.25,26.56,320.95,84.35,0,1,1.942871557,1
38,68.57,3,495.87,9.78,68.9,1,1.1685183187,1
39,357.18,53.01,104.02,40.23,142.8,2,2.276848256,2
40,207.04,17.67,334.84,5.78,63.35,1,1.1918578467,1
41,135.47,146.36,52.01,148.03,455.65,2,3.5578903994,2
42,130.47,108.02,265.05,25.34,270.6,2,2.0337440876,2
43,168.92,3,323.84,25.56,383.4,1,1.6596491836,1
44,284.61,52.01,159.14,23.34,249.5,2,1.4602614575,2
46,180.59,106.13,139.58,75.79,540.1,2,1.6882003597,2
47,143.25,59.79,269.94,69.9,300.6,2,1.1825546084,2
48,209.04,72.68,254.38,22.78,265.6,2,1.2186151589,2
49,92.24,1.89,468.09,14.89,0,1,0.9150250314,1
50,166.92,16.78,396.74,3.89,18.9,1,0.6752531866,1
51,105.02,4.78,435.75,9.89,102.25,1,0.5709647238,1
52,29.56,5,557.44,0,20,1,1.897977235,1
53,212.04,12.78,360.4,10.89,0,1,1.2242229421,1
54,295.61,44.12,177.59,30.45,236.7,2,1.5015169282,2
55,227.6,12.89,305.17,2.78,157.25,1,1.5834410262,1
56,17.56,0,559.66,10.89,44.45,1,1.9944328243,1
57,36.45,6,569.55,10,30,1,1.8331760854,1
58,155.25,69.68,207.93,62.68,452.3,2,1.0282405751,2
59,168.92,72.68,286.61,16.78,260.05,2,1.5914992837,2
60,84.35,52.9,341.73,51.12,249.5,1,1.7061115874,1
61,217.82,30.34,278.83,5.78,246.15,1,1.7416826519,1
62,165.81,36.34,304.17,15.78,249.5,1,1.281772431,1
63,89.24,3.89,464.2,8.78,0,1,0.9278307458,1
64,86.46,23.45,364.18,48.12,343.95,1,1.6149092779,1
65,104.91,17.78,452.53,0,0,1,0.7921273097,1
66,261.27,6.89,276.83,0,175.6,1,2.1068116329,1
67,165.81,16.56,366.07,7.89,78.35,1,0.6031972777,1
68,202.26,32.34,152.03,97.35,530.65,2,1.5709634657,2
69,211.15,25.56,330.73,15.78,186.7,1,1.3167360415,1
70,151.03,20.56,384.63,17.89,0,1,0.5240113864,1
71,252.38,65.68,183.48,79.68,108.9,2,1.2481540445,2
72,286.61,70.79,150.03,33.23,236.7,2,1.3443690429,2
73,242.6,56.9,213.15,59.9,217.25,2,0.6885441647,2
74,223.71,51.12,246.49,20.78,264.5,2,1.2400110022,2
75,140.47,12.89,436.75,0.89,65,1,0.5216521532,1
76,217.82,22.67,289.5,29.67,211.7,1,1.6080579761,1
77,190.37,43.12,183.48,73.68,471.75,2,0.9485332224,2
78,180.59,51.9,290.61,50.01,99.45,2,1.4693334494,2
79,141.47,6.89,429.86,0,0,1,0.7036327558,1
80,150.25,48.12,342.73,30.23,83.35,1,1.0411467345,1
81,136.58,39.34,355.51,21.67,304.5,1,1.2446030243,1
82,163.81,29.56,368.07,17.78,0,1,0.7418987379,1
83,104.02,0.89,463.31,5.78,0,1,0.8767666735,1
84,209.93,30.56,291.39,5.67,132.25,1,1.4564646035,1
85,244.49,22.67,238.49,64.01,221.7,2,1.277708319,2
86,114.91,7,399.63,8.67,344.5,1,1.2769309939,1
87,166.81,7.89,326.06,5.78,307.85,1,1.3442859294,1
88,17.67,0,581.33,0,55,1,2.1297209937,1
89,291.5,65.68,193.26,12.67,0,2,2.2617793404,2
90,315.95,12.78,216.93,16.78,48.35,2,2.587046631,2
91,214.04,38.23,282.61,19.45,163.35,1,1.5938997635,1
92,221.93,31.34,263.94,29.56,196.15,2,1.4460519684,2
